pid	vid
540321	2050996
540326	2049836
54033	718871
540331	2049846
540336	2050101
54034	718876
540341	2049866
540346	2049876
54035	500451
540351	2049886
540356	2049896
54036	644471
540361	2049916
540366	2049926
54037	718881
540371	2049936
540376	2049946
54038	516351
540381	2049961
540386	2049971
54039	718886
540391	2050841
540396	2050111
54040	718891
540401	2049996
540406	2050126
54041	644216
540411	2050011
540416	2050136
54042	432776
540421	2050151
540426	2050161
54043	592796
540431	2050176
540436	2050186
54044	718896
540441	2050201
540446	2050211
54045	620136
540451	2050226
540456	2050236
54046	577901
540461	2050251
540466	2050261
54047	331891
540471	2050276
540476	2050286
54048	350211
540481	2049346
540486	2050946
54049	718901
540491	2050951
540496	2050826
54050	718906
540501	2050846
540506	2051051
54051	643926
540511	2051061
540516	2057306
54052	418186
540521	2051751
540526	2051081
54053	416966
540531	2051761
540536	2050296
54054	483726
540541	2058026
540546	2051531
54055	507471
540551	2051541
540556	2051551
54056	350531
540561	2051561
540566	2051571
54057	718911
540571	2051581
540576	2051591
54058	718916
540581	2051601
540586	2051611
54059	379491
540591	2051621
540596	2051691
5406	691501
54060	538041
540601	2051701
540606	2051711
54061	397061
540611	2060306
540616	2051741
54062	718921
540621	2051771
540626	2051781
54063	339491
540631	2051791
540636	2051801
54064	419871
540641	2051811
540646	2051821
54065	392661
540651	2051831
540656	2051841
54066	644446
540661	2052311
540666	2052711
54067	413201
540671	2052721
540676	2052331
54068	412131
540681	2052341
540686	2052351
54069	585501
540691	2052361
540696	2052731
54070	500306
540701	2052741
540706	2052381
54071	644086
540711	2052391
540716	2052401
54072	718926
540721	2052411
540726	2052421
54073	718931
540731	2052431
540736	2052441
54074	567986
540741	2052451
540746	2052461
54075	502711
540751	2052471
540756	2052481
54076	654541
540761	2052491
540766	2052501
54077	644166
540771	2052611
540776	2052751
54078	460896
540781	2052761
540786	2052771
54079	718936
540791	2052781
540796	2052791
54080	316951
540801	2052801
540806	2052621
54081	414661
540811	2052811
540816	2052821
54082	602186
540821	2052631
540826	2052831
54083	718941
540831	2052641
540836	2052841
54084	718946
540841	2052651
540846	2052851
54085	514831
540851	2052661
540856	2052861
54086	718951
540861	2052671
540866	2052681
54087	589731
540871	2052871
540876	2052691
54088	718956
540881	2052881
540886	2052701
54089	718961
540891	2052891
540896	2052901
54090	718966
540901	2052911
540906	2052921
54091	718971
540911	2052931
540916	2052941
54092	645641
540921	2052951
540926	2052961
54093	718976
540931	2052971
540936	2052981
54094	461401
540941	2052991
540946	2052511
54095	621771
540951	2053001
540956	2052521
54096	645586
540961	2053011
540966	2052531
54097	718981
540971	2053021
540976	2052541
54098	718986
540981	2053031
540986	2052551
54099	552971
540991	2053041
540996	2052561
541	1573381
54100	618421
541001	2052571
541006	2053051
54101	645211
541011	2052581
541016	2052591
54102	718991
541021	2052601
541026	2054146
54103	718996
541031	2054156
541036	2054166
54104	585496
541041	2054176
541046	2054186
54105	546841
541051	2054196
541056	2054206
54106	719001
541061	2054216
541066	2053596
54107	719006
541071	2053606
541076	2054226
54108	645261
541081	2053616
541086	2054236
54109	512261
541091	2053626
541096	2053636
5411	691506
54110	477506
541101	2053646
541106	2053656
54111	719011
541111	2053666
541116	2054246
54112	719016
541121	2053676
541126	2054256
54113	645461
541131	2053686
541136	2054266
54114	719021
541141	2053696
541146	2054276
54115	528701
541151	2053706
541156	2053716
54116	719026
541161	2053726
541166	2054286
54117	719031
541171	2053736
541176	2054296
54118	645266
541181	2053746
541186	2053756
54119	719036
541191	2053766
541196	2060311
54120	539816
541201	2053786
541206	2053796
54121	719041
541211	2053806
541216	2053816
54122	661991
541221	2054346
541226	2054356
54123	645571
541231	2054366
541236	2054376
54124	719046
541241	2054386
541246	2054396
54125	536681
541251	2054306
541256	2054316
54126	719051
541261	2054406
541266	2054326
54127	650941
541271	2054416
541276	2054336
54128	645456
541281	2054426
541286	2053946
54129	719056
541291	2053956
541296	2053966
54130	687646
541301	2053976
541306	2054436
54131	719061
541311	2053986
541316	2053996
54132	548406
541321	2054446
541326	2054456
54133	645316
541331	2054466
541336	2054006
54134	447561
541341	2054016
541346	2054026
54135	719066
541351	2054036
541356	2054046
54136	719071
541361	2054056
541366	2054066
54137	353396
541371	2054076
541376	2054086
54138	502181
541381	2054096
541386	2054106
54139	645176
541391	2054116
541396	2054126
54140	719076
541401	2054136
541406	2053826
54141	719081
541411	2053836
541416	2053846
54142	637141
541421	2053856
541426	2053866
54143	719086
541431	2053876
541436	2053886
54144	719091
541441	2054476
541446	2054486
54145	719096
541451	2054496
541456	2054506
54146	719101
541461	2053896
541466	2053906
54147	650881
541471	2053916
541476	2053926
54148	719106
541481	2053936
541486	2054791
54149	671256
541491	2055196
541496	2054801
54150	651756
541501	2054811
541506	2055206
54151	719111
541511	2054821
541516	2055216
54152	532941
541521	2054831
541526	2055226
54153	565781
541531	2054841
541536	2055236
54154	719116
541541	2054851
541546	2055246
54155	651761
541551	2055256
541556	2054861
54156	719121
541561	2055266
541566	2054871
54157	719671
541571	2055276
541576	2054881
54158	406896
541581	2055286
541586	2054891
54159	719676
541591	2054901
541596	2054911
5416	691511
54160	719681
541601	2054921
541606	2054931
54161	316106
541611	2054941
541616	2054951
54162	635796
541621	2054961
541626	2059766
54163	719686
541631	2054971
541636	2054981
54164	719691
541641	2054991
541646	2055001
54165	719696
541651	2055011
541656	2055296
54166	719701
541661	2055021
541666	2055306
54167	666206
541671	2055031
541676	2055316
54168	719706
541681	2055041
541686	2055326
54169	658421
541691	2055051
541696	2055336
54170	719711
541701	2060341
541706	2055061
54171	719716
541711	2055346
541716	2069061
54172	381466
541721	2055076
541726	2069071
54173	500921
541731	2069081
541736	2060331
54174	658186
541741	2055086
541746	2069091
54175	437341
541751	2055096
541756	2055352
54176	719721
541761	2055106
541766	2055362
54177	719726
541771	2055116
541776	2055372
54178	666051
541781	2055126
541786	2055382
54179	719731
541791	2059776
541796	2055136
54180	529116
541801	2055146
541806	2055392
54181	514776
541811	2055402
541816	2055156
54182	651501
541821	2055412
541826	2055166
54183	666611
541831	2055422
541836	2055176
54184	658506
541841	2055432
541846	2059836
54185	719736
541851	2055186
541856	2055442
54186	602141
541861	2054586
541866	2054596
54187	612111
541871	2054606
541876	2055452
54188	315156
541881	2055462
541886	2055472
54189	635471
541891	2055482
541896	2055492
54190	502141
541901	2055502
541906	2055512
54191	719741
541911	2055522
541916	2055532
54192	526786
541921	2055542
541926	2054691
54193	680076
541931	2054701
541936	2060351
54194	645621
541941	2054711
541946	2054721
54195	408821
541951	2054616
541956	2054731
54196	719746
541961	2054626
541966	2054741
54197	666416
541971	2054636
541976	2054751
54198	719751
541981	2054646
541986	2054761
54199	645451
541991	2054656
541996	2054771
54200	719756
542001	2054671
542006	2054781
54201	719761
542011	2054681
542016	2059796
54202	334291
542021	2056656
542026	2056256
54203	372331
542031	2056666
542036	2056266
54204	645606
542041	2056276
542046	2056676
54205	651736
542051	2056686
542056	2056286
54206	719766
542061	2056696
542066	2058131
54207	666756
542071	2056306
542076	2056706
54208	719771
542081	2056316
542086	2056326
54209	645411
542091	2056336
542096	2056346
542097	2056716
5421	691516
54210	719776
542102	2067511
542107	2056726
54211	654536
542112	2056366
542117	2056376
54212	637161
542122	2056736
542127	2056386
54213	516376
542132	2056746
542137	2056396
54214	645311
542142	2056406
542147	2056416
54215	654281
542152	2056446
542157	2056776
54216	719781
542162	2056456
542167	2056786
54217	421891
542172	2056466
542177	2056796
54218	484861
542182	2056476
542187	2056806
54219	719786
542192	2056486
542197	2056816
54220	719791
542202	2056496
542207	2056826
54221	651751
542212	2056506
542217	2056516
54222	510486
542222	2056836
542227	2056526
54223	719796
542232	2056536
542237	2056546
54224	423161
542242	2056956
542247	2056966
54225	645516
542252	2056976
542257	2056986
54226	719801
542262	2056996
542267	2057006
54227	525941
542272	2056846
542277	2057016
54228	636991
542282	2056856
542287	2057026
54229	719806
542292	2057036
542297	2057046
54230	537626
542302	2057056
542307	2057066
54231	638261
542312	2057076
542317	2057086
54232	666181
542322	2056866
542327	2057096
54233	488081
542332	2057106
542337	2056876
54234	719811
542342	2056886
542347	2057116
54235	674111
542352	2056896
542357	2057126
54236	497921
542362	2056906
542367	2057136
54237	445186
542372	2056916
542377	2057146
54238	592371
542382	2056926
542387	2056936
54239	719816
542392	2056946
542397	2056556
54240	719821
542402	2056566
542407	2057156
54241	394216
542412	2057166
542417	2057176
54242	719826
542422	2057186
542427	2057196
54243	680071
542432	2057206
542437	2057216
54244	719831
542442	2057226
542447	2057236
54245	666526
542452	2057246
542457	2056576
54246	719836
542462	2056586
542467	2056596
54247	719841
542472	2056606
542477	2056616
54248	719846
542482	2056626
542487	2056636
54249	719851
542492	2056646
542496	2057651
54250	666546
542501	2057311
542506	2057661
54251	346651
542511	2057321
542516	2057671
54252	638311
542521	2057331
542526	2057341
54253	719856
542531	2057681
542536	2057361
54254	719861
542541	2057691
542546	2057371
54255	666536
542551	2057701
542556	2057381
54256	638306
542561	2057711
542566	2057396
54257	719866
542571	2057406
542576	2057721
54258	719871
542581	2057416
542586	2057731
54259	649266
542591	2057426
542596	2057741
5426	631096
54260	529706
542601	2057436
542606	2057446
54261	719876
542611	2057751
542616	2057456
54262	719881
542621	2057761
542626	2057466
54263	719886
542631	2057481
542636	2057491
54264	719891
542641	2057501
542646	2057511
54265	308061
542651	2057521
542656	2057531
54266	658396
542661	2057541
542666	2057551
54267	387771
542671	2057561
542676	2057776
54268	719896
542681	2057576
542686	2057586
54269	719901
542691	2057611
542696	2057621
54270	600606
542701	2057786
542706	2057631
54271	658371
542711	2057641
542716	2058166
54272	401776
542721	2058176
542726	2058186
54273	719906
542731	2058196
542736	2058206
54274	719911
542741	2058216
542746	2058226
54275	719916
542751	2058236
542756	2056211
54276	658376
542761	2058256
542766	2058266
54277	617656
542771	2058276
542776	2058286
54278	333486
542781	2058296
542786	2058306
54279	719921
542791	2058316
542796	2058136
54280	719926
542801	2056436
542806	2056756
54281	719931
542811	2056766
542816	2058676
54282	665371
542821	2058686
542826	2058696
54283	401111
542831	2058706
542836	2058716
54284	501211
542841	2058726
542846	2058736
54285	719936
542851	2058746
542856	2058756
54286	719941
542861	2058766
542866	2058776
54287	556151
542871	2058786
542876	2058796
54288	358221
542881	2058806
542886	2058816
54289	719946
542891	2058826
542896	2058836
54290	658191
542901	2058846
542906	2058856
54291	564726
542911	2058866
542916	2058876
54292	719951
542921	2058886
542926	2058896
54293	361031
542931	2058906
542936	2058916
54294	719956
542941	2058926
542946	2058936
54295	719961
542951	2058946
542956	2058956
54296	719966
542961	2058966
542966	2058526
54297	719971
542971	2058536
542976	2058546
54298	343821
542981	2058556
542986	2058566
54299	371406
542991	2058576
542996	2058586
54300	666556
543001	2058596
543006	2058606
54301	719976
543011	2058616
543016	2058626
54302	719981
543021	2058636
543026	2058646
54303	458646
543031	2058656
543036	2058666
54304	719986
543041	2058246
543046	2059151
54305	422476
543051	2059161
543056	2059171
54306	666516
543061	2059181
543066	2059191
54307	719991
543071	2059201
543076	2059211
54308	386851
543081	2059221
543086	2059231
54309	395491
543091	2059241
543096	2059251
5431	691521
54310	719996
543101	2059261
543106	2059271
54311	473296
543111	2059281
543116	2059291
54312	720001
543121	2059301
543126	2059311
54313	403761
543131	2059321
543136	2059331
54314	456481
543141	2059341
543146	2059351
54315	720006
543151	2059361
543156	2059371
54316	666531
543161	2059391
543166	2059401
54317	720011
543171	2059411
543176	2059421
54318	597751
543181	2059431
543186	2059441
54319	563061
543191	2059451
543196	2059461
54320	344131
543201	2059471
543206	2059481
54321	367376
543211	2059491
543216	2059501
54322	720016
543221	2059511
543226	2059531
54323	415786
543231	2059541
543236	2059521
54324	567676
543241	2059846
543246	2059856
54325	666656
543251	2059866
543256	2059876
54326	720021
543261	2059886
543266	2059896
54327	720026
543271	2059906
543276	2059916
54328	307306
543281	2059926
543286	2059936
54329	589211
543291	2059946
543296	2059956
54330	666346
543301	2059966
543306	2059976
54331	720031
543311	2059986
543316	2059996
54332	720036
543321	2060006
543326	2060016
54333	720041
543331	2060026
543336	2060036
54334	609171
543341	2060046
543346	2060056
54335	666211
543351	2060066
543356	2060076
54336	720046
543361	2060086
543366	2060096
54337	656031
543371	2060106
543376	2059786
54338	539556
543381	2059806
543386	2059816
54339	381776
543391	2059826
543396	2059381
54340	720051
543401	2060511
543406	2060521
54341	720056
543411	2060531
543416	2060541
54342	720061
543421	2060551
543426	2060561
54343	388141
543431	2060571
543436	2059586
54344	607361
543441	2060591
543446	2060601
54345	720066
543451	2060611
543456	2060621
54346	358456
543461	2060631
543466	2060641
54347	439576
543471	2060651
543476	2060661
54348	534666
543481	2060671
543486	2060681
54349	608656
543491	2060691
543496	2060701
54350	466886
543501	2060321
543506	2060361
54351	720071
543511	2060371
543516	2060381
54352	475376
543521	2060391
543526	2060401
54353	514941
543531	2060411
543536	2060421
54354	360381
543541	2060431
543546	2060441
54355	720076
543551	2060451
543556	2060461
54356	490146
543561	2060471
543566	2060481
54357	432141
543571	2060491
543576	2060501
54358	720081
543581	2060711
543586	2060721
54359	574171
543591	2060801
543596	2060811
5436	691526
54360	654251
543601	2060821
543606	2060831
54361	549016
543611	2060841
543616	2060851
54362	552201
543621	2060861
543626	2067521
54363	578021
543631	2060881
543636	2060891
54364	319686
543641	2060901
543646	2060911
54365	494676
543651	2060921
543656	2060931
54366	445021
543661	2060941
543666	2060951
54367	561666
543671	2060961
543676	2060971
54368	720086
543681	2060981
543686	2060991
54369	310646
543691	2061001
543696	2061011
54370	470491
543701	2061021
543706	2061031
54371	720091
543711	2061101
543716	2061111
54372	457356
543721	2061121
543726	2061131
54373	369551
543731	2061141
543736	2061151
54374	355406
543741	2061161
543746	2061171
54375	402246
543751	2061181
543756	2061191
54376	720096
543761	2061201
543766	2061211
54377	356726
543771	2061221
543776	2061231
54378	469001
543781	2061241
543786	2060581
54379	566751
543791	2065031
543796	2061041
54380	720101
543801	2061051
543806	2061061
54381	720106
543811	2061071
543816	2061081
54382	356821
543821	2061091
543826	2062761
54383	338966
543831	2061251
543836	2061261
54384	305591
543841	2062691
543846	2061271
54385	579981
543851	2061281
543856	2061291
54386	720111
543861	2061746
543866	2061756
54387	306781
543871	2061766
543876	2061776
54388	661866
543881	2061786
543886	2061796
54389	671986
543891	2061806
543896	2061816
54390	720116
543901	2061826
543906	2061836
54391	720121
543911	2061846
543916	2061856
54392	538551
543921	2067516
543926	2061876
54393	572551
543931	2061886
543936	2061896
54394	315571
543941	2061906
543946	2061916
54395	720126
543951	2061926
543956	2061936
54396	601756
543961	2061946
543966	2061956
54397	649231
543971	2061966
543976	2061416
54398	499971
543981	2061986
543986	2061996
54399	672066
543991	2062006
543996	2062016
54400	720131
544001	2062026
544006	2062036
54401	720136
544011	2062046
544016	2062056
54402	423451
544021	2062066
544026	2062076
54403	403046
544031	2062086
544036	2062096
54404	530481
544041	2062106
544046	2062116
54405	327951
544051	2061496
544056	2061506
54406	720141
544061	2064441
544066	2062681
54407	606386
544071	2062701
544076	2062711
54408	508846
544081	2062721
544086	2062731
54409	636971
544091	2062741
544096	2062751
5441	691531
54410	720146
544101	2062771
544106	2062781
54411	720151
544111	2062791
544116	2062801
54412	720156
544121	2062811
544126	2062821
54413	475926
544131	2062831
544136	2062841
54414	442666
544141	2062851
544146	2062861
54415	672076
544151	2062871
544156	2062881
54416	617606
544161	2062891
544166	2062901
54417	540891
544171	2062911
544176	2062521
54418	634701
544181	2062531
544186	2062541
54419	459606
544191	2062551
544196	2062561
54420	671351
544201	2062571
544206	2062581
54421	720161
544211	2062591
544216	2062601
54422	661306
544221	2062611
544226	2062621
54423	634676
544231	2062631
544236	2062641
54424	502571
544241	2062651
544246	2062661
54425	720166
544251	2062671
544256	2062471
54426	720171
544261	2062481
544266	2062491
54427	397206
544271	2062501
544276	2062511
54428	634301
544281	2061976
544286	2062126
54429	340796
544291	2062136
544296	2063521
54430	720176
544301	2063211
544306	2063531
54431	585046
544311	2063221
544316	2063541
54432	603891
544321	2063551
544326	2063231
54433	490471
544331	2063561
544336	2063241
54434	369606
544341	2063251
544346	2063571
54435	444561
544351	2063261
544356	2063581
54436	720181
544361	2063271
544366	2063591
54437	308051
544371	2063281
544376	2063291
54438	520486
544381	2063601
544386	2063301
54439	306691
544391	2063611
544396	2063311
54440	671861
544401	2063621
544406	2063321
54441	552451
544411	2063631
544416	2063331
54442	720186
544421	2063641
544426	2063341
54443	634971
544431	2063651
544436	2063351
54444	720191
544441	2063661
544446	2063361
54445	672036
544451	2063671
544456	2063371
54446	400071
544461	2063681
544466	2063381
54447	398196
544471	2063691
544476	2063391
54448	439726
544481	2063401
544486	2063411
54449	720196
544491	2063421
544496	2063431
54450	671501
544501	2063441
544506	2063451
54451	720201
544511	2063461
544516	2063471
54452	517506
544521	2063481
544526	2063491
54453	524166
544531	2063501
544536	2063171
54454	720206
544541	2063181
544546	2063191
54455	720211
544551	2063701
544556	2063201
54456	386821
544561	2063711
544566	2063721
54457	476391
544571	2063731
544576	2063741
54458	362056
544581	2063751
544586	2063761
54459	665851
544591	2063771
544596	2063781
5446	372861
54460	720216
544601	2063791
544606	2063801
54461	519866
544611	2063811
544616	2064266
54462	720221
544621	2064116
544626	2064276
54463	634961
544631	2064126
544636	2064286
54464	412411
544641	2064136
544646	2064301
54465	720226
544651	2064146
544656	2064156
54466	457661
544661	2064311
544666	2064166
54467	720781
544671	2064176
544676	2064186
54468	634956
544681	2064196
544686	2064206
54469	457511
544691	2063936
544696	2063946
54470	720786
544701	2063956
544706	2063966
54471	671781
544711	2063976
544716	2063986
54472	522416
544721	2063996
544726	2064321
54473	634901
544731	2064006
544736	2064016
54474	720791
544741	2064331
544746	2064026
54475	405526
544751	2064341
544756	2064351
54476	312276
544761	2064216
544766	2064361
54477	720796
544771	2064226
544776	2064236
54478	360111
544781	2064376
544786	2064246
54479	356501
544791	2064256
544796	2064386
54480	654161
544801	2064396
544806	2064411
54481	720801
544811	2064421
544816	2064431
54482	720806
544821	2064451
544826	2064036
54483	571396
544831	2064046
544836	2064056
54484	413866
544841	2064066
544846	2064076
54485	720811
544851	2064086
544856	2064096
54486	507696
544861	2063511
544866	2065141
54487	348326
544871	2065151
544876	2065161
54488	605606
544881	2064941
544886	2064951
54489	671366
544891	2065171
544896	2065181
54490	720816
544901	2064961
544906	2065191
54491	720821
544911	2065201
544916	2064971
54492	563301
544921	2065211
544926	2064981
54493	634731
544931	2064991
544936	2065001
54494	671801
544941	2065011
544946	2065021
54495	720826
544951	2065041
544956	2065051
54496	674221
544961	2065061
544966	2065071
54497	720831
544971	2065221
544976	2065231
54498	339751
544981	2065081
544986	2065091
54499	720836
544991	2065241
544996	2065101
54500	720841
545001	2065251
545006	2065111
54501	674226
545011	2065261
545016	2065121
54502	594596
545021	2065271
545026	2065131
54503	415396
545031	2064811
545036	2064821
54504	720846
545041	2065281
545046	2064831
54505	720851
545051	2064841
545056	2064851
54506	674216
545061	2064861
545066	2064871
54507	720856
545071	2064881
545076	2065291
54508	634311
545081	2064891
545086	2065301
54509	720861
545091	2064901
545096	2065311
5451	689641
54510	588761
545101	2065321
545106	2065331
54511	674231
545111	2065341
545116	2065351
54512	661531
545121	2065361
545126	2065371
54513	402156
545131	2065381
545136	2064911
54514	720866
545141	2064921
545146	2064931
54515	671966
545151	2064606
545156	2065471
54516	439456
545161	2065481
545166	2065491
54517	341341
545171	2065501
545176	2065511
54518	312081
545181	2065521
545186	2065531
54519	634656
545191	2065751
545196	2065541
54520	720871
545201	2065551
545206	2065561
54521	720876
545211	2065761
545216	2065571
54522	381271
545221	2065581
545226	2065591
54523	720881
545231	2065771
545236	2065601
54524	473591
545241	2065611
545246	2065621
54525	332741
545251	2065631
545256	2065641
54526	635771
545261	2065651
545266	2065661
54527	720886
545271	2065781
545276	2065791
54528	526646
545281	2065801
545286	2065811
54529	557191
545291	2065821
545296	2065451
54530	431166
545301	2065461
545306	2065671
54531	720891
545311	2065681
545316	2065691
54532	348671
545321	2065701
545326	2065711
54533	720896
545331	2065721
545336	2065731
54534	320006
545341	2065741
545346	2065876
54535	594926
545351	2065886
545356	2065896
54536	720901
545361	2065906
545366	2065916
54537	661581
545371	2065926
545376	2065936
54538	720906
545381	2065946
545386	2065956
54539	635481
545391	2065986
545396	2065966
54540	447961
545401	2065976
545406	2068086
54541	720911
545411	2067066
545416	2067936
54542	661906
545421	2068066
545426	2068076
54543	720916
545431	2068116
545436	2068156
54544	380221
545441	2067886
545446	2067926
54545	310501
545451	2067076
545456	2068146
54546	720921
545461	2067876
545466	2067226
54547	720926
545471	2068096
545476	2067866
54548	654221
545481	2067216
545486	2066826
54549	671856
545491	2066836
545496	2066846
54550	440536
545501	2066856
545506	2066866
54551	676231
545511	2067536
545516	2067531
54552	341656
545521	2066756
545526	2066766
54553	720931
545531	2066876
545536	2066776
54554	671996
545541	2066786
545546	2066796
54555	482091
545551	2066806
545556	2066816
54556	720936
545561	2066106
545566	2067036
54557	480821
545571	2067046
545576	2067056
54558	720941
545581	2066886
545586	2066896
54559	720946
545591	2066906
545596	2067086
5456	646826
54560	444896
545601	2066916
545606	2067096
54561	720951
545611	2067236
545616	2067106
54562	328301
545621	2067246
545626	2067256
54563	720956
545631	2067116
545636	2067266
54564	644006
545641	2067126
545646	2067276
54565	720961
545651	2067286
545656	2067296
54566	720966
545661	2067306
545666	2067316
54567	661941
545671	2067326
545676	2066926
54568	720971
545681	2066936
545686	2066946
54569	405516
545691	2066956
545696	2066966
54570	601636
545701	2067136
545706	2067146
54571	720976
545711	2066976
545716	2066986
54572	661341
545721	2067156
545726	2066996
54573	720981
545731	2067166
545736	2067176
54574	671606
545741	2067006
545746	2067016
54575	644701
545751	2067186
545756	2067196
54576	720986
545761	2067206
545766	2068106
54577	567851
545771	2068126
545776	2067896
54578	720991
545781	2067906
545786	2068136
54579	672006
545791	2067916
545796	2067946
54580	617401
545801	2067956
545806	2067966
54581	345221
545811	2067976
545816	2067986
54582	720996
545821	2067996
545826	2068006
54583	721001
545831	2068016
545836	2068026
54584	721006
545841	2068036
545846	2068046
54585	413516
545851	2068056
545856	2069046
54586	721011
545861	2067556
545866	2135716
54587	661936
545871	2067576
545876	2067586
54588	721016
545881	2067596
545886	2068166
54589	721021
545891	2067606
545896	2068176
54590	570936
545901	2067616
545906	2068186
54591	721026
545911	2067626
545916	2068196
54592	721031
545921	2067636
545926	2068206
54593	721036
545931	2067646
545936	2067656
54594	496941
545941	2067666
545946	2068216
54595	644536
545951	2067676
545956	2067686
54596	721041
545961	2068226
545966	2067696
54597	721046
545971	2068236
545976	2067706
54598	721051
545981	2069096
545986	2067726
54599	345736
545991	2067736
545996	2068246
546	1573386
54600	347461
546001	2068256
546006	2068266
54601	721056
546011	2068276
546016	2068286
54602	635706
546021	2068296
546026	2068306
54603	372586
546031	2068316
546036	2068326
54604	461036
546041	2068336
546046	2069101
54605	363116
546051	2069106
546056	2067766
54606	721061
546061	2067776
546066	2067786
54607	721066
546071	2067796
546076	2067806
54608	721071
546081	2067816
546086	2067826
54609	332546
546091	2067836
546096	2067846
5461	689646
54610	428836
546101	2067856
546106	2067026
54611	721076
546111	2068661
546116	2069051
54612	675461
546121	2068671
546126	2068681
54613	721081
546131	2068531
546136	2068691
54614	721086
546141	2068541
546146	2068551
54615	644576
546151	2068561
546156	2068571
54616	721091
546161	2069111
546166	2068581
54617	332496
546171	2068711
546176	2068591
54618	393866
546181	2068721
546186	2068601
54619	721096
546191	2068611
546196	2068621
54620	495406
546201	2068731
546206	2068631
54621	721101
546211	2068741
546216	2068641
54622	721106
546221	2068651
546226	2068781
54623	374996
546231	2068791
546236	2068801
54624	721111
546241	2068771
546246	2068811
54625	325491
546251	2068751
546256	2068821
54626	325006
546261	2068831
546266	2068761
54627	721116
546271	2072016
546276	2072156
54628	520431
546281	2071926
546286	2072046
54629	721121
546291	2072086
546296	2072026
54630	607431
546301	2071786
546306	2072136
54631	721126
546311	2071986
546316	2071976
54632	721131
546321	2071886
546326	2071806
54633	721136
546331	2071946
546336	2071966
54634	721141
546341	2068941
546346	2078116
54635	636976
546351	2068951
546356	2068851
54636	528166
546361	2068861
546366	2068961
54637	721146
546371	2068871
546376	2068971
54638	650976
546381	2068981
546386	2068881
54639	310036
546391	2068991
546396	2068891
54640	415626
546401	2069001
546406	2068901
54641	537491
546411	2068911
546416	2069011
54642	721151
546421	2078121
546426	2069021
54643	536056
546431	2068931
546436	2069031
54644	640871
546441	2069041
546446	2072176
54645	538791
546451	2072116
546456	2071866
54646	721156
546461	2071816
546466	2069811
54647	390711
546471	2069821
546476	2069831
54648	527576
546481	2074546
546486	2074556
54649	602626
546491	2069861
546496	2069871
54650	640506
546501	2069881
546506	2069891
54651	721161
546511	2069901
546516	2069911
54652	721166
546521	2069921
546526	2070271
54653	721171
546531	2069931
546536	2070281
54654	644031
546541	2069941
546546	2069951
54655	376361
546551	2070291
546556	2069961
54656	721176
546561	2070301
546566	2069971
54657	721181
546571	2074581
546576	2070311
54658	340246
546581	2074566
546586	2070321
54659	532866
546591	2070001
546596	2070011
5466	498721
54660	345731
546601	2070331
546606	2070021
54661	721186
546611	2070341
546616	2070031
54662	676281
546621	2070041
546626	2074571
54663	551846
546631	2070061
546636	2070071
54664	488106
546641	2070081
546646	2070091
54665	345796
546651	2074576
546656	2070111
54666	721191
546661	2070121
546666	2074596
54667	721196
546671	2070141
546676	2070151
54668	721201
546681	2070161
546686	2070171
54669	721206
546691	2070181
546696	2070191
54670	721211
546701	2070351
546706	2070361
54671	327991
546711	2070371
546716	2070381
54672	721216
546721	2070391
546726	2070401
54673	721221
546731	2070411
546736	2070421
54674	721226
546741	2070431
546746	2070441
54675	721231
546751	2070451
546756	2070461
54676	721236
546761	2070471
546766	2070481
54677	721241
546771	2070491
546776	2070501
54678	340461
546781	2070511
546786	2070521
54679	721246
546791	2070531
546796	2070541
54680	721251
546801	2070551
546806	2070561
54681	327961
546811	2070571
546816	2070581
54682	721256
546821	2070591
546826	2070201
54683	721261
546831	2074591
546836	2070221
54684	721266
546841	2074586
546846	2070241
54685	721271
546851	2070251
546856	2070261
54686	337836
546861	2076671
546866	2071151
54687	686181
546871	2071161
546876	2071171
54688	658591
546881	2071256
546886	2071181
54689	721276
546891	2071266
546896	2071191
54690	651906
546901	2071276
546906	2071201
54691	463226
546911	2071216
546916	2071286
54692	721281
546921	2071226
546926	2071236
54693	721286
546931	2071296
546936	2071246
54694	721291
546941	2070971
546946	2070981
54695	721296
546951	2071316
546956	2070991
54696	470406
546961	2071326
546966	2074601
54697	721301
546971	2071011
546976	2071021
54698	721306
546981	2074651
546986	2071041
54699	721311
546991	2074621
546996	2071066
54700	619436
547001	2071081
547006	2071091
54701	671921
547011	2071101
547016	2071111
54702	458636
547021	2071121
547026	2071336
54703	468621
547031	2076581
547036	2071346
54704	721316
547041	2071361
547046	2071371
54705	645401
547051	2071381
547056	2076841
54706	721321
547061	2075456
547066	2071391
54707	721326
547071	2071401
547076	2069736
54708	721331
547081	2071421
547086	2076721
54709	721336
547091	2071431
547096	2076811
5471	467341
54710	721341
547101	2071441
547106	2071451
54711	360101
547111	2071461
547116	2071471
54712	721346
547121	2076611
547126	2071481
54713	721351
547131	2071491
547136	2071131
54714	721356
547141	2071141
547146	2071796
54715	721361
547151	2072196
547156	2072206
54716	484561
547161	2071826
547166	2072216
54717	658596
547171	2074656
547176	2072226
54718	721366
547181	2071846
547186	2072236
54719	721371
547191	2071856
547196	2072246
54720	721981
547201	2072256
547206	2072266
54721	721986
547211	2071876
547216	2072276
54722	675011
547221	2072286
547226	2071896
54723	362196
547231	2072296
547236	2071906
54724	721991
547241	2072306
547246	2071916
54725	721996
547251	2072316
547256	2071936
54726	448026
547261	2072326
